exploration/Num Paths,exploration/Actions Std,evaluation/env_infos/reward_ctrl Mean,exploration/num steps total,trainer/Policy Action Mean,evaluation/env_infos/reward_run Max,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Max,evaluation/path length Std,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/initial/reward_run Min,trainer/Bellman Errors Mean,exploration/Returns Std,time/epoch (s),exploration/path length Std,exploration/Rewards Std,trainer/Bellman Errors Std,evaluation/Rewards Min,trainer/Bellman Errors Max,evaluation/path length Mean,replay_buffer/size,evaluation/env_infos/reward_run Mean,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_ctrl Min,evaluation/env_infos/reward_run Min,exploration/env_infos/reward_ctrl Max,evaluation/env_infos/reward_run Std,exploration/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Min,trainer/Q Predictions Std,exploration/env_infos/reward_run Std,trainer/Policy Action Max,trainer/Preactivation Policy Loss,time/training (s),evaluation/Rewards Max,evaluation/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Std,time/data storing (s),evaluation/env_infos/reward_ctrl Std,evaluation/Average Returns,exploration/Average Returns,evaluation/env_infos/reward_ctrl Max,exploration/env_infos/final/reward_run Mean,evaluation/env_infos/initial/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Min,exploration/Returns Max,exploration/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/final/reward_ctrl Max,exploration/Returns Min,evaluation/path length Max,evaluation/Rewards Std,exploration/num paths total,trainer/Policy Loss,exploration/path length Max,time/exploration sampling (s),evaluation/num paths total,time/evaluation sampling (s),evaluation/env_infos/initial/reward_ctrl Mean,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_ctrl Std,evaluation/path length Min,trainer/Policy Action Min,trainer/Raw Policy Loss,evaluation/Actions Std,exploration/env_infos/reward_ctrl Std,evaluation/env_infos/initial/reward_run Max,exploration/Actions Max,trainer/Q Predictions Max,time/saving (s),evaluation/num steps total,time/logging (s),exploration/Actions Min,exploration/Rewards Max,exploration/env_infos/final/reward_ctrl Min,evaluation/env_infos/reward_ctrl Min,time/total (s),trainer/Bellman Errors Min,trainer/Q Predictions Mean,trainer/Q Targets Mean,evaluation/env_infos/initial/reward_ctrl Std,trainer/Policy Action Std,exploration/path length Mean,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/Returns Mean,evaluation/Returns Std,evaluation/Returns Min,exploration/Rewards Mean,exploration/Actions Mean,evaluation/Rewards Mean,evaluation/env_infos/final/reward_run Mean,evaluation/Actions Mean,evaluation/Actions Min,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/initial/reward_run Std,exploration/env_infos/final/reward_run Std,evaluation/Num Paths,exploration/path length Min,trainer/Q Targets Min,trainer/Q Targets Std,evaluation/Returns Max,evaluation/env_infos/final/reward_ctrl Mean,trainer/Q Targets Max,trainer/Q Predictions Min,exploration/env_infos/initial/reward_run Max,exploration/env_infos/final/reward_run Max,Epoch,trainer/QF Loss,exploration/Rewards Min,evaluation/Actions Max,exploration/env_infos/reward_run Mean,evaluation/Returns Mean,exploration/env_infos/reward_run Max
1,0.5074414272417432,-1.0567774323862974e-05,11000,-0.0021977264,0.1681820944336014,-0.15455572874945425,-0.026686530040341994,0.0,0.0,0.06519946034276969,0.14073315,0.0,8.929636225999275,0.0,0.33370022744210387,0.19394065,-0.1702872984790643,1.1221219,1000.0,11000,0.0003631212474897061,-0.08001091626389817,-0.41456503931536004,-0.17027413060085886,-0.006942999658263365,0.012759957704940716,-1.0021569139806896,-1.0563491377979518e-05,0.0022850572,0.32840353183947474,0.015051531,0.0,8.496198696000647,0.16817160439301554,0.0,-0.026686530040341994,0.06519946034276969,-1.0130260488949717e-05,0.0,0.0,0.004585709999446408,1.1829579255938351e-07,0.3525534731658525,-131.84030163465343,-9.691872401162982e-06,0.2363574650990108,-1.0130260488949717e-05,-0.026686530040341994,-131.84030163465343,-0.08001091626389817,0.0,-1.0563491377979518e-05,-131.84030163465343,1000,0.012760002708161668,11,-0.012398101,1000,0.22220224299962865,1,0.19331599199904304,-1.0130260488949717e-05,0.2363574650990108,0.0,1000,-0.013282237,-0.012398101,0.0037496989,0.07050797207862783,0.06519946034276969,1.0,0.018253006,0.0060268409997661365,1000,0.0073067440007434925,-1.0,1.3519939713728797,-0.0781961572521919,-1.3167878205422313e-05,11.339543385998695,4.0413692e-08,0.012456225,-0.19962388,0.0,0.005562423,1000.0,-0.0781961572521919,0.0,-131.84030163465343,0.0,0.3525534731658525,-0.13184030163465346,0.009801998161241261,0.00035255347316584307,0.0,-0.0018848554,-0.008511372,-0.0781961572521919,0.0,0.0,1,1000,-1.0462459,0.30933225,0.3525534731658525,-1.0563491377979518e-05,0.6057518,0.0073894965,-0.08001091626389817,0.2363574650990108,0,0.14073314,-1.2283886429528859,0.0064707273,0.022715427114800773,0.3525534731658525,1.5519032085220807
1,0.5559490842409177,-0.04357809354048223,12000,-0.0986078,0.8352826130413532,-0.18644698145535732,-0.06473923699905462,0.0,0.0,0.45821967068092884,0.16041654,0.0,9.953959618998852,0.0,0.2917725764911366,0.39637157,-1.5962133566192382,3.1439931,1000.0,12000,0.031172264867507085,0.1625727646905739,-0.514350028131255,-1.5222449401668303,-0.007198601742974602,0.32077702420674126,-1.2953277690759402,-0.057978475093841554,1.2285588,0.28453140087613843,0.97503674,0.0,9.51774948000093,0.7106638562702655,0.30055769174101243,-0.06473923699905462,0.45821967068092884,-0.06876862645149232,0.30055769174101243,0.0,0.004593658999510808,0.026453632699085648,-12.40582867297515,-146.99450118263013,-0.002511977963149548,-0.04508798620733501,-0.06876862645149232,-0.06473923699905462,-146.99450118263013,0.1625727646905739,0.0,-0.057978475093841554,-146.99450118263013,1000,0.3065825873473843,12,-0.53916276,1000,0.21946910899896466,2,0.2013624829996843,-0.06876862645149232,-0.04508798620733501,0.0,1000,-0.99782515,-0.53916276,0.23106731,0.07918474757958419,0.45821967068092884,1.0,4.2818046,0.003071745999477571,2000,0.007713142000284279,-1.0,1.2714119125694898,-0.08532990785480199,-0.1783846378326416,21.297035471001436,7.2176053e-06,0.29770106,0.384131,0.0,0.39833418,1000.0,-0.08532990785480199,0.0,-146.99450118263013,0.0,-12.40582867297515,-0.14699450118263024,-0.04081157708233218,-0.012405828672975138,0.30055769174101243,0.1387013,-0.82988304,-0.08532990785480199,0.0,0.0,1,1000,-3.857953,1.3378025,-12.40582867297515,-0.057978475093841554,5.401018,-4.325249,0.1625727646905739,-0.04508798620733501,1,0.16041656,-1.5574157323608366,0.9195524,0.03945248027272706,-12.40582867297515,1.4772686832044335
1,0.7964523775363709,-0.5189665347278118,13000,-0.11033221,4.046154648892504,-0.39047709146002263,-0.39845726975478957,0.0,0.0,-0.2198331593807787,1.242274,0.0,10.012360312000965,0.0,1.0284340769323796,6.517146,-3.1116557657279245,71.57194,1000.0,13000,0.6741431112792213,-0.30398635579792777,-0.6000000000000001,-2.5775180398978463,-0.08651341351986548,1.328582057927007,-1.8050809001781687,-0.5658054828643799,2.9015188,1.0360963037385171,1.0,0.0,9.584391483000218,3.4541876307030095,0.006236859533146344,-0.39845726975478957,-0.2198331593807787,-0.28195624351501464,0.006236859533146344,0.0,0.004563802998745814,0.08182152792821239,155.17657655140957,236.52909385713144,-0.09671606421470642,1.8859903752166218,-0.28195624351501464,-0.39845726975478957,236.52909385713144,-0.30398635579792777,0.0,-0.5658054828643799,236.52909385713144,1000,1.3099124615018445,13,-4.3556466,1000,0.2170402270003251,3,0.1954522790001647,-0.28195624351501464,1.8859903752166218,0.0,1000,-1.0,-4.3556466,0.91707,0.09499753885050177,-0.2198331593807787,1.0,10.498722,0.003070822000154294,3000,0.007841698001357145,-1.0,2.9154581677391938,-0.5711655460890416,-0.5998375415802002,31.312674104001417,6.235162e-05,3.464045,3.4177444,0.0,0.81035274,1000.0,-0.5711655460890416,0.0,236.52909385713144,0.0,155.17657655140957,0.2365290938571314,-0.1282917095919806,0.15517657655140943,0.006236859533146344,-0.15468308,-1.0,-0.5711655460890416,0.0,0.0,1,1000,-2.7359858,2.9647899,155.17657655140957,-0.5658054828643799,10.956501,-0.6312915,-0.30398635579792777,1.8859903752166218,2,1.2422742,-2.285266511449088,1.0,0.6270061853171539,155.17657655140957,3.304055158003436
1,0.7848873389950236,-0.487688756775856,14000,0.13525945,1.2465903403579919,-0.38064336095609375,-0.2881589069085716,0.0,0.0,0.443091995488057,0.4919129,0.0,10.195771697000964,0.0,0.4585550421146515,1.3679196,-2.164872051735295,9.775605,1000.0,14000,-0.005305134810310695,0.5029810787371888,-0.6000000000000001,-1.5749787583545576,-0.04257168042725208,0.14393582469705848,-2.114717661695047,-0.44578113555908205,5.354003,0.4340117436932649,1.0,0.0,9.729231451001397,0.7841623427688805,-0.04230256404949562,-0.2881589069085716,0.443091995488057,-0.3660158634185791,-0.04230256404949562,0.0,0.004650152000976959,0.038081242220744216,-492.9938915861668,-439.41537975388655,-0.329824161529541,0.40865815094830893,-0.3660158634185791,-0.2881589069085716,-439.41537975388655,0.5029810787371888,0.0,-0.44578113555908205,-439.41537975388655,1000,0.14044955072380183,14,-11.466486,1000,0.23235811599988665,4,0.2185772029988584,-0.3660158634185791,0.40865815094830893,0.0,1000,-1.0,-11.466486,0.8859014,0.09489658991807616,0.443091995488057,1.0,30.898598,0.0030367229992407374,4000,0.007918052000604803,-1.0,1.3871626119795524,-0.4127170749546579,-0.5898932933807374,41.51249665600517,9.2648996e-05,10.219828,10.20493,0.0,0.92667204,1000.0,-0.4127170749546579,0.0,-439.41537975388655,0.0,-492.9938915861668,-0.43941537975388695,0.13548972905279766,-0.49299389158616674,-0.04230256404949562,0.16731223,-0.9999982,-0.4127170749546579,0.0,0.0,1,1000,4.4478207,5.303904,-492.9938915861668,-0.44578113555908205,29.654686,4.483143,0.5029810787371888,0.40865815094830893,3,0.4919129,-2.5963342245116903,1.0,-0.058772018797793146,-492.9938915861668,1.7457012608738076
1,0.8002582689770693,-0.5798970330238344,15000,-0.29189566,1.0220465323887808,-0.41314051750643954,-0.2962276890249597,0.0,0.0,0.5953659787372736,0.40908694,0.0,10.206723142997362,0.0,0.23170580035126162,0.95849746,-1.7501619727365136,7.688634,1000.0,15000,0.005441087232772345,0.7238995394438815,-0.6000000000000001,-1.1521695525399804,-0.144209549797949,0.08795794225234019,-0.6906981653576602,-0.5804461479187012,3.8713064,0.19391020158224317,1.0,0.0,9.750075770998592,0.5194247386418326,0.0,-0.2962276890249597,0.5953659787372736,-0.397144365310669,0.0,0.0,0.004694290000770707,0.007650683553782411,-574.4559457910514,-383.77585818825537,-0.397144365310669,0.2367846036039234,-0.397144365310669,-0.2962276890249597,-383.77585818825537,0.7238995394438815,0.0,-0.5804461479187012,-383.77585818825537,1000,0.09348586024930473,15,-17.096226,1000,0.231475878999845,5,0.2094085479984642,-0.397144365310669,0.2367846036039234,0.0,1000,-1.0,-17.096226,0.9302257,0.08852382823371142,0.5953659787372736,1.0,27.786901,0.003062036999835982,5000,0.008006617999853916,-1.0,0.7665536169234428,-0.3442376305940593,-0.5979924201965332,51.72268287500265,7.1049953e-06,16.117964,16.300713,0.0,0.9308603,1000.0,-0.3442376305940593,0.0,-383.77585818825537,0.0,-574.4559457910514,-0.38377585818825594,-0.2194407257352744,-0.5744559457910621,0.0,-0.31808057,-1.0,-0.3442376305940593,0.0,0.0,1,1000,11.2627535,3.8417344,-574.4559457910514,-0.5804461479187012,28.951881,11.2383175,0.7238995394438815,0.2367846036039234,4,0.40908694,-1.1626812385692695,1.0,0.029364659318183634,-574.4559457910514,1.1477296427336694
1,0.7358713993303241,-0.5376364720344543,16000,-0.36112475,2.639317641526974,-0.3940081187023725,-0.3865846222704291,0.0,0.0,0.013775942211845249,0.4360785,0.0,9.852741790999062,0.0,0.6558096409740335,0.8819956,-3.0866947175885784,5.2128944,1000.0,16000,0.14128843104487807,-0.12286254045821982,-0.6000000000000001,-2.487930107298051,-0.09383060058178795,0.8413851705173591,-2.0035571180872314,-0.5430623531341553,5.3743196,0.6437453629580627,1.0,0.0,9.43120262299999,2.0824262142029415,0.905495100092466,-0.3865846222704291,0.013775942211845249,-0.4765969276428223,0.905495100092466,0.0,0.004632498999853851,0.05505071512890123,-396.348040989576,-291.5484695350084,-0.3155864715576172,0.21950641816925298,-0.4765969276428223,-0.3865846222704291,-291.5484695350084,-0.12286254045821982,0.0,-0.5430623531341553,-291.5484695350084,1000,0.8441813702567564,16,-19.360561,1000,0.2155163919996994,6,0.19044634499914537,-0.4765969276428223,0.21950641816925298,0.0,1000,-1.0,-19.360561,0.8461675,0.08967233696809412,0.013775942211845249,1.0,33.551716,0.003058066000448889,6000,0.007885865999924135,-1.0,1.7179794008384977,-0.356433709778158,-0.5999547481536865,61.578775841004244,1.9921572e-06,18.859207,18.676294,0.0,0.8469732,1000.0,-0.356433709778158,0.0,-291.5484695350084,0.0,-396.348040989576,-0.2915484695350083,-0.33937218725894186,-0.3963480409895764,0.905495100092466,-0.42433625,-1.0,-0.356433709778158,0.0,0.0,1,1000,11.867601,5.337068,-396.348040989576,-0.5430623531341553,32.55218,11.833479,-0.12286254045821982,0.21950641816925298,5,0.4360785,-2.5216659027315913,1.0,0.10245964916736414,-396.348040989576,2.1319059830057085
